"CCMM","AMA","SSNAL"
0,0,5.27030834120088e-27
621.812412510354,621.769916152727,629.142183427042
1046.84555898904,1046.75681481639,1050.02734350067
1404.37673260795,1404.32732485765,1406.66869145073
1711.72107147459,1711.67430435563,1713.27837765884
1981.11117680559,1981.09149359995,1982.56276116049
2221.01433017509,2220.98313133055,2222.64337727523
2436.77551273811,2436.746721931,2438.3998038811
2631.5057818834,2631.61061466697,2632.95485796953
2807.57852516979,2807.73123605565,2808.96208457631
2966.64972201778,2966.97360180407,2967.85208039178
3110.21868227971,3110.55103318028,3111.33653667547
3238.98433390298,3239.24384114616,3240.08243678211
3354.05104480381,3354.31804103838,3355.18458288372
3456.2721643638,3456.70126020394,3457.41725295974
3546.53966807812,3547.04987137781,3547.52642398347
3625.51582533276,3626.14899689056,3626.23494103188
3693.94875532758,3694.68903179438,3694.85613292931
3752.73461425574,3753.25446746156,3753.64055035609
3803.99163242709,3804.55030497073,3804.93531252489
3849.409160651,3850.14618523037,3850.42578817317
3890.18046940935,3890.64915389902,3890.85813944813
3928.05845371062,3928.3561494263,3928.81983521391
3963.66034563186,3964.01080375213,3964.10308585176
3997.79442420209,3998.12003364046,3998.06842709503
4030.74486120778,4031.06475475821,4030.97465174813
4062.64073412615,4063.00475261867,4062.91725055294
4093.47296858737,4093.87444215594,4093.85384409203
4123.24445510463,4123.6364214827,4123.79710370824
4151.95630537378,4152.33912737909,4152.69094623613
4179.62388001825,4180.01417643756,4180.38035424055
4206.33346827231,4206.69966189459,4206.88292868654
4232.30577538757,4232.57083292343,4232.61675283893
4257.57312266359,4257.88130693521,4257.90921668559
4282.23932338904,4282.55681041724,4282.58659025979
4306.26514384956,4306.59208669201,4306.62249453968
4329.65019490484,4329.98622202275,4330.01744022048
4352.39448863352,4352.74005876346,4352.77152254975
4374.49800452774,4374.85351394536,4374.88482909252
4395.96114229473,4396.32634322556,4396.35737211602
4416.78354681215,4417.15853333065,4417.18736340525
4436.96531922773,4437.35102473972,4437.37671056389
4456.50646806226,4456.90278626371,4456.91960896378
4475.40667400138,4475.81454918049,4475.80532926675
4493.6665303092,4494.0862037165,4494.04049357127
4511.28583709579,4511.71875318694,4511.65094548967
4528.26514908691,4528.71037825939,4528.68635941031
4544.60191585822,4545.05995936724,4545.08665310261
4560.30056024188,4560.76780995011,4560.69720129049
4575.36417158657,4575.85374966633,4575.74109952431
4589.84123869582,4590.25383664957,4590.07907935415
4603.82779519402,4604.26347746491,4604.02198745682
4617.35018536447,4617.79771687445,4617.61860222047
4630.39356369455,4630.84978499155,4631.00084366597
4642.96327378258,4643.44811561182,4643.4903055434
4655.05931878399,4655.55757415416,4656.16100527952
4666.70141737513,4667.11577583877,4666.92316936989
4677.95761780698,4678.34670955642,4678.27344989209
4688.88221758178,4689.27958466277,4689.25553809286
4699.46041745484,4699.86390525855,4699.84465579116
4709.69127055445,4710.10333567088,4710.0432905623
4719.57503134757,4720.00126747582,4719.74632577377
4729.10881343233,4729.55966505194,4729.35198749846
4738.30045616816,4738.75944951326,4738.53531885488
