"CCMM","AMA","SSNAL","completed"
0.539520978927612,4645.162992239,127.406644,10
1.18079924583435,16066.0256807804,428.02932,10
2.02007150650024,29757.0524690151,866.558968,10
2.80993938446045,32288.5986194611,1281.787273,10
3.90688610076904,40967.4809527397,1867.889876,10
